ilot;type;timestamp;value
ilot2;lum;1505153069;0
ilot2;hum;1505153073;37
ilot2;lum;1505153089;0
ilot2;co2;1505153101;330
ilot2;temp;1505153101;22.76
ilot2;lum;1505153109;0
ilot2;lum;1505153129;0
ilot2;hum;1505153133;37
ilot2;lum;1505153149;0
ilot2;co2;1505153161;330
ilot2;temp;1505153161;22.62
ilot2;lum;1505153169;0
ilot2;lum;1505153189;0
ilot2;hum;1505153193;38
ilot2;lum;1505153209;0
ilot2;co2;1505153221;342
ilot2;temp;1505153221;22.69
ilot2;lum;1505153229;0
ilot2;lum;1505153249;0
ilot2;hum;1505153253;37
ilot2;lum;1505153269;0
ilot2;co2;1505153281;332
ilot2;temp;1505153281;22.93
ilot2;lum;1505153289;0
ilot2;lum;1505153309;0
ilot2;hum;1505153313;37
ilot2;lum;1505153329;0
ilot2;co2;1505153341;336
ilot2;temp;1505153342;23.10
ilot2;lum;1505153350;0
ilot2;lum;1505153370;0
ilot2;hum;1505153374;38
ilot2;lum;1505153390;0
ilot2;co2;1505153402;340
ilot2;temp;1505153402;22.76
ilot2;lum;1505153410;0
ilot2;lum;1505153430;0
ilot2;hum;1505153434;37
ilot2;lum;1505153450;0
ilot2;co2;1505153462;336
ilot2;temp;1505153462;23.24
ilot2;lum;1505153470;0
ilot2;lum;1505153490;0
ilot2;hum;1505153494;38
ilot2;lum;1505153510;0
ilot2;co2;1505153522;324
ilot2;temp;1505153522;22.59
ilot2;lum;1505153530;0
ilot2;lum;1505153550;0
ilot2;hum;1505153554;37
ilot2;lum;1505153570;0
ilot2;co2;1505153582;332
ilot2;temp;1505153582;22.52
ilot2;lum;1505153590;0
ilot2;lum;1505153610;0
ilot2;hum;1505153614;37
ilot2;lum;1505153630;0
ilot2;co2;1505153642;338
ilot2;temp;1505153642;22.65
ilot2;lum;1505153650;0
ilot2;lum;1505153671;0
ilot2;hum;1505153674;38
ilot2;lum;1505153691;0
ilot2;co2;1505153702;361
ilot2;temp;1505153702;22.86
ilot2;lum;1505153711;0
ilot2;lum;1505153731;0
ilot2;hum;1505153734;38
ilot2;lum;1505153751;0
ilot2;co2;1505153762;346
ilot2;temp;1505153762;22.83
ilot2;lum;1505153771;0
ilot2;lum;1505153791;0
ilot2;hum;1505153794;38
ilot2;lum;1505153811;0
ilot2;co2;1505153822;330
ilot2;temp;1505153822;22.89
ilot2;lum;1505153831;0
ilot2;lum;1505153851;0
ilot2;hum;1505153854;38
ilot2;lum;1505153871;0
ilot2;co2;1505153883;332
ilot2;temp;1505153883;22.72
ilot2;lum;1505153891;0
ilot2;lum;1505153911;0
ilot2;hum;1505153914;39
ilot2;lum;1505153931;0
ilot2;co2;1505153943;324
ilot2;temp;1505153943;22.69
ilot2;lum;1505153951;0
ilot2;lum;1505153972;0
ilot2;hum;1505153974;38
ilot2;lum;1505153992;0
ilot2;co2;1505154003;326
ilot2;temp;1505154003;22.83
ilot2;lum;1505154012;0
ilot2;lum;1505154032;0
ilot2;hum;1505154034;38
ilot2;lum;1505154052;0
ilot2;co2;1505154063;322
ilot2;temp;1505154063;22.59
ilot2;lum;1505154072;0
ilot2;lum;1505154092;0
ilot2;hum;1505154094;38
ilot2;lum;1505154112;0
ilot2;co2;1505154123;344
ilot2;temp;1505154123;22.76
ilot2;lum;1505154132;0
ilot2;lum;1505154152;0
ilot2;hum;1505154154;38
ilot2;lum;1505154172;0
ilot2;co2;1505154183;291
ilot2;temp;1505154183;22.45
ilot2;lum;1505154192;0
ilot2;lum;1505154212;0
ilot2;hum;1505154214;37
ilot2;lum;1505154232;0
ilot2;co2;1505154243;314
ilot2;temp;1505154243;22.76
ilot2;lum;1505154252;0
ilot2;lum;1505154273;0
ilot2;hum;1505154275;38
ilot2;lum;1505154293;0
ilot2;co2;1505154303;340
ilot2;temp;1505154303;22.69
ilot2;lum;1505154313;0
ilot2;lum;1505154333;0
ilot2;hum;1505154335;38
ilot2;lum;1505154353;0
ilot2;co2;1505154363;328
ilot2;temp;1505154363;23.03
ilot2;lum;1505154373;0
ilot2;lum;1505154393;0
ilot2;hum;1505154395;38
ilot2;lum;1505154413;0
ilot2;co2;1505154423;332
ilot2;temp;1505154423;22.45
ilot2;lum;1505154433;0
ilot2;lum;1505154453;0
ilot2;hum;1505154455;38
ilot2;lum;1505154473;0
ilot2;co2;1505154484;336
ilot2;temp;1505154484;23.00
ilot2;lum;1505154493;0
ilot2;lum;1505154513;0
ilot2;hum;1505154515;38
ilot2;lum;1505154533;0
ilot2;co2;1505154544;332
ilot2;temp;1505154544;22.38
ilot2;lum;1505154553;0
ilot2;lum;1505154574;0
ilot2;hum;1505154575;38
ilot2;lum;1505154594;0
ilot2;co2;1505154604;334
ilot2;temp;1505154604;22.72
ilot2;lum;1505154614;0
ilot2;lum;1505154634;0
ilot2;hum;1505154635;39
ilot2;lum;1505154654;0
ilot2;co2;1505154664;328
ilot2;temp;1505154664;22.86
ilot2;lum;1505154674;0
ilot2;lum;1505154694;0
ilot2;hum;1505154695;38
ilot2;lum;1505154714;0
ilot2;co2;1505154724;334
ilot2;temp;1505154724;23.03
ilot2;lum;1505154734;0
ilot2;lum;1505154754;0
ilot2;hum;1505154755;38
ilot2;lum;1505154774;0
ilot2;co2;1505154784;344
ilot2;temp;1505154784;22.83
ilot2;lum;1505154794;0
ilot2;lum;1505154814;0
ilot2;hum;1505154815;38
ilot2;lum;1505154834;0
ilot2;co2;1505154844;338
ilot2;temp;1505154844;22.59
ilot2;lum;1505154854;0
ilot2;lum;1505154874;0
ilot2;hum;1505154875;38
ilot2;lum;1505154895;0
ilot2;co2;1505154904;340
ilot2;temp;1505154904;22.83
ilot2;lum;1505154915;0
ilot2;lum;1505154935;0
ilot2;hum;1505154935;38
ilot2;lum;1505154955;0
ilot2;co2;1505154964;330
ilot2;temp;1505154964;22.86
ilot2;lum;1505154975;0
ilot2;lum;1505154995;0
ilot2;hum;1505154995;38
ilot2;lum;1505155015;0
ilot2;co2;1505155024;334
ilot2;temp;1505155024;22.89
ilot2;lum;1505155035;0
ilot2;lum;1505155055;0
ilot2;hum;1505155055;38
ilot2;lum;1505155075;0
ilot2;temp;1505155085;22.62
ilot2;co2;1505155085;344
ilot2;lum;1505155095;0
ilot2;lum;1505155115;0
ilot2;hum;1505155115;38
ilot2;lum;1505155135;0
ilot2;co2;1505155145;312
ilot2;temp;1505155145;23.37
ilot2;lum;1505155155;0
ilot2;lum;1505155176;0
ilot2;hum;1505155176;38
ilot2;lum;1505155196;0
ilot2;co2;1505155205;328
ilot2;temp;1505155205;22.55
ilot2;lum;1505155216;0
ilot2;hum;1505155236;39
ilot2;lum;1505155236;0
ilot2;lum;1505155256;0
ilot2;co2;1505155265;340
ilot2;temp;1505155265;23.00
ilot2;lum;1505155276;0
ilot2;hum;1505155296;39
ilot2;lum;1505155296;0
ilot2;lum;1505155316;0
ilot2;temp;1505155325;22.89
ilot2;co2;1505155325;357
ilot2;lum;1505155336;0
ilot2;hum;1505155356;39
ilot2;lum;1505155356;0
ilot2;lum;1505155376;0
ilot2;temp;1505155385;22.41
ilot2;co2;1505155385;334
ilot2;lum;1505155396;0
ilot2;hum;1505155416;38
ilot2;lum;1505155416;0
ilot2;lum;1505155436;0
ilot2;temp;1505155445;23.44
ilot2;co2;1505155445;330
ilot2;lum;1505155456;0
ilot2;hum;1505155476;39
ilot2;lum;1505155476;0
ilot2;lum;1505155497;0
ilot2;temp;1505155505;23.00
ilot2;co2;1505155505;334
ilot2;lum;1505155517;0
ilot2;hum;1505155536;38
ilot2;lum;1505155537;0
ilot2;lum;1505155557;0
ilot2;temp;1505155565;22.65
ilot2;co2;1505155565;336
ilot2;lum;1505155577;0
ilot2;hum;1505155596;39
ilot2;lum;1505155597;0
ilot2;lum;1505155617;0
ilot2;temp;1505155626;22.89
ilot2;co2;1505155626;349
ilot2;lum;1505155637;0
ilot2;hum;1505155656;38
ilot2;lum;1505155657;0
ilot2;lum;1505155677;0
ilot2;temp;1505155686;22.21
ilot2;co2;1505155686;328
ilot2;lum;1505155697;0
ilot2;hum;1505155716;38
ilot2;lum;1505155717;0
ilot2;lum;1505155737;0
ilot2;temp;1505155746;23.00
ilot2;co2;1505155746;338
ilot2;lum;1505155757;0
ilot2;hum;1505155776;39
ilot2;lum;1505155777;0
ilot2;lum;1505155798;0
ilot2;temp;1505155806;22.79
ilot2;co2;1505155806;334
ilot2;lum;1505155818;0
ilot2;hum;1505155836;39
ilot2;lum;1505155838;0
ilot2;lum;1505155858;0
ilot2;temp;1505155866;22.96
ilot2;co2;1505155866;330
ilot2;lum;1505155878;0
ilot2;hum;1505155896;39
ilot2;lum;1505155898;0
ilot2;lum;1505155918;0
ilot2;temp;1505155926;23.03
ilot2;co2;1505155926;328
ilot2;lum;1505155938;0
ilot2;hum;1505155956;39
ilot2;lum;1505155958;0
ilot2;lum;1505155978;0
ilot2;temp;1505155986;22.89
ilot2;co2;1505155986;330
ilot2;lum;1505155998;0
ilot2;hum;1505156016;39
ilot2;lum;1505156018;0
ilot2;lum;1505156038;0
ilot2;temp;1505156046;22.96
ilot2;co2;1505156046;332
ilot2;lum;1505156058;0
ilot2;hum;1505156077;39
ilot2;lum;1505156078;0
ilot2;lum;1505156099;0
ilot2;temp;1505156106;22.93
ilot2;co2;1505156106;332
ilot2;lum;1505156119;0
ilot2;hum;1505156137;39
ilot2;lum;1505156139;0
ilot2;lum;1505156159;0
ilot2;temp;1505156167;22.59
ilot2;co2;1505156167;324
ilot2;lum;1505156179;0
ilot2;hum;1505156197;39
ilot2;lum;1505156199;0
ilot2;lum;1505156219;0
ilot2;temp;1505156227;22.45
ilot2;co2;1505156227;324
ilot2;lum;1505156239;0
ilot2;hum;1505156257;39
ilot2;lum;1505156259;0
ilot2;lum;1505156279;0
ilot2;temp;1505156287;22.45
ilot2;co2;1505156287;332
ilot2;lum;1505156299;0
ilot2;hum;1505156317;39
ilot2;lum;1505156319;0
ilot2;lum;1505156339;0
ilot2;temp;1505156347;22.79
ilot2;co2;1505156347;340
ilot2;lum;1505156359;0
ilot2;hum;1505156377;39
ilot2;lum;1505156379;0
ilot2;lum;1505156399;0
ilot2;temp;1505156407;22.96
ilot2;co2;1505156407;314
ilot2;lum;1505156420;0
ilot2;hum;1505156437;39
ilot2;lum;1505156440;0
ilot2;lum;1505156460;0
ilot2;temp;1505156467;22.28
ilot2;co2;1505156467;330
ilot2;lum;1505156480;0
ilot2;hum;1505156497;39
ilot2;lum;1505156500;0
ilot2;lum;1505156520;0
ilot2;temp;1505156527;22.93
ilot2;co2;1505156527;330
ilot2;lum;1505156540;0
ilot2;hum;1505156557;39
ilot2;lum;1505156560;0
ilot2;lum;1505156580;0
ilot2;temp;1505156587;22.79
ilot2;co2;1505156587;332
ilot2;lum;1505156600;0
ilot2;hum;1505156617;39
ilot2;lum;1505156620;0
ilot2;lum;1505156640;0
ilot2;temp;1505156647;22.38
ilot2;co2;1505156647;344
ilot2;lum;1505156660;0
ilot2;hum;1505156677;40
ilot2;lum;1505156680;0
ilot2;lum;1505156700;0
ilot2;temp;1505156707;22.41
ilot2;co2;1505156707;328
ilot2;lum;1505156720;0
ilot2;hum;1505156737;39
ilot2;lum;1505156741;0
ilot2;lum;1505156761;0
ilot2;temp;1505156767;22.52
ilot2;co2;1505156767;330
ilot2;lum;1505156781;0
ilot2;hum;1505156797;39
ilot2;lum;1505156801;0
ilot2;lum;1505156821;0
ilot2;temp;1505156828;22.59
ilot2;co2;1505156828;336
ilot2;lum;1505156841;0
ilot2;hum;1505156857;40
ilot2;lum;1505156861;0
ilot2;lum;1505156881;0
ilot2;temp;1505156888;22.62
ilot2;co2;1505156888;340
ilot2;lum;1505156901;0
ilot2;hum;1505156917;40
ilot2;lum;1505156921;0
ilot2;lum;1505156941;0
ilot2;temp;1505156948;22.59
ilot2;co2;1505156948;326
ilot2;lum;1505156961;0
ilot2;hum;1505156978;40
ilot2;lum;1505156981;0
ilot2;lum;1505157001;0
ilot2;temp;1505157008;22.52
ilot2;co2;1505157008;326
ilot2;lum;1505157021;0
ilot2;hum;1505157038;40
ilot2;lum;1505157041;0
ilot2;lum;1505157062;0
ilot2;temp;1505157068;22.69
ilot2;co2;1505157068;334
ilot2;lum;1505157082;0
ilot2;hum;1505157098;40
ilot2;lum;1505157102;0
ilot2;lum;1505157122;0
ilot2;temp;1505157128;22.83
ilot2;co2;1505157128;340
ilot2;lum;1505157142;0
ilot2;hum;1505157158;40
ilot2;lum;1505157162;0
ilot2;lum;1505157182;0
ilot2;temp;1505157188;22.59
ilot2;co2;1505157188;338
ilot2;lum;1505157202;0
ilot2;hum;1505157218;40
ilot2;lum;1505157222;0
ilot2;lum;1505157242;0
ilot2;temp;1505157248;22.55
ilot2;co2;1505157248;328
ilot2;lum;1505157262;0
ilot2;hum;1505157278;40
ilot2;lum;1505157282;0
ilot2;lum;1505157302;0
ilot2;temp;1505157308;22.38
ilot2;co2;1505157308;334
ilot2;lum;1505157322;0
ilot2;hum;1505157338;41
ilot2;lum;1505157342;0
ilot2;lum;1505157363;0
ilot2;temp;1505157369;23.24
ilot2;co2;1505157369;326
ilot2;lum;1505157383;0
ilot2;hum;1505157398;40
ilot2;lum;1505157403;0
ilot2;lum;1505157423;0
ilot2;temp;1505157429;22.69
ilot2;co2;1505157429;330
ilot2;lum;1505157443;0
ilot2;hum;1505157458;40
ilot2;lum;1505157463;0
ilot2;lum;1505157483;0
ilot2;temp;1505157489;22.38
ilot2;co2;1505157489;330
ilot2;lum;1505157503;0
ilot2;hum;1505157518;40
ilot2;lum;1505157523;0
ilot2;lum;1505157543;0
ilot2;temp;1505157549;22.76
ilot2;co2;1505157549;336
ilot2;lum;1505157563;0
ilot2;hum;1505157578;40
ilot2;lum;1505157583;0
ilot2;lum;1505157603;0
ilot2;temp;1505157609;22.59
ilot2;co2;1505157609;332
ilot2;lum;1505157623;0
ilot2;hum;1505157638;40
ilot2;lum;1505157643;0
ilot2;lum;1505157664;0
ilot2;temp;1505157669;22.86
ilot2;co2;1505157669;328
ilot2;lum;1505157684;0
ilot2;hum;1505157698;40
ilot2;lum;1505157704;0
ilot2;lum;1505157724;0
ilot2;temp;1505157729;22.41
ilot2;co2;1505157729;334
ilot2;lum;1505157744;0
ilot2;hum;1505157758;40
ilot2;lum;1505157764;0
ilot2;lum;1505157784;0
ilot2;temp;1505157789;22.38
ilot2;co2;1505157789;342
ilot2;lum;1505157804;0
ilot2;hum;1505157818;41
ilot2;lum;1505157824;0
ilot2;lum;1505157844;0
ilot2;temp;1505157849;22.59
ilot2;co2;1505157849;336
ilot2;lum;1505157864;0
ilot2;hum;1505157878;40
ilot2;lum;1505157884;0
ilot2;lum;1505157904;0
ilot2;temp;1505157910;22.62
ilot2;co2;1505157910;322
ilot2;lum;1505157924;0
ilot2;hum;1505157939;41
ilot2;lum;1505157944;0
ilot2;lum;1505157964;0
ilot2;temp;1505157970;22.89
ilot2;co2;1505157970;347
ilot2;lum;1505157985;0
ilot2;hum;1505157999;41
ilot2;lum;1505158005;0
ilot2;lum;1505158025;0
ilot2;temp;1505158030;22.59
ilot2;co2;1505158030;326
ilot2;lum;1505158045;0
ilot2;hum;1505158059;40
ilot2;lum;1505158065;0
ilot2;lum;1505158085;0
ilot2;temp;1505158090;23.03
ilot2;co2;1505158090;347
ilot2;lum;1505158105;0
ilot2;hum;1505158119;41
ilot2;lum;1505158125;0
ilot2;lum;1505158145;0
ilot2;temp;1505158150;22.76
ilot2;co2;1505158150;328
ilot2;lum;1505158165;0
ilot2;hum;1505158179;41
ilot2;lum;1505158185;0
ilot2;lum;1505158205;0
ilot2;temp;1505158210;22.83
ilot2;co2;1505158210;316
ilot2;lum;1505158225;0
ilot2;hum;1505158239;41
ilot2;lum;1505158245;0
ilot2;lum;1505158266;0
ilot2;temp;1505158270;22.96
ilot2;co2;1505158270;336
ilot2;lum;1505158286;0
ilot2;hum;1505158299;40
ilot2;lum;1505158306;0
ilot2;lum;1505158326;0
ilot2;temp;1505158330;22.69
ilot2;co2;1505158330;346
ilot2;lum;1505158346;0
ilot2;hum;1505158359;41
ilot2;lum;1505158366;0
ilot2;lum;1505158386;0
ilot2;temp;1505158390;22.52
ilot2;co2;1505158390;324
ilot2;lum;1505158406;0
ilot2;hum;1505158419;41
ilot2;lum;1505158426;0
ilot2;lum;1505158446;0
ilot2;temp;1505158450;22.59
ilot2;co2;1505158450;324
ilot2;lum;1505158466;0
ilot2;hum;1505158479;41
ilot2;lum;1505158486;0
ilot2;lum;1505158506;0
ilot2;temp;1505158510;22.79
ilot2;co2;1505158510;342
ilot2;lum;1505158526;0
ilot2;hum;1505158539;42
ilot2;lum;1505158546;0
ilot2;lum;1505158566;0
ilot2;temp;1505158570;22.48
ilot2;co2;1505158571;330
ilot2;lum;1505158587;0
ilot2;hum;1505158599;41
ilot2;lum;1505158607;0
ilot2;lum;1505158627;0
ilot2;temp;1505158631;22.41
ilot2;co2;1505158631;320
ilot2;lum;1505158647;0
ilot2;hum;1505158659;41
ilot2;lum;1505158667;0
ilot2;lum;1505158687;0
ilot2;temp;1505158691;22.86
ilot2;co2;1505158691;322
ilot2;lum;1505158707;0
ilot2;hum;1505158719;42
ilot2;lum;1505158727;0
ilot2;lum;1505158747;0
ilot2;temp;1505158751;22.59
ilot2;co2;1505158751;332
ilot2;lum;1505158767;0
ilot2;hum;1505158779;41
ilot2;lum;1505158787;0
ilot2;lum;1505158807;0
ilot2;temp;1505158811;22.69
ilot2;co2;1505158811;338
ilot2;lum;1505158827;0
ilot2;hum;1505158840;41
ilot2;lum;1505158847;0
ilot2;lum;1505158867;0
ilot2;temp;1505158871;22.65
ilot2;co2;1505158871;340
ilot2;lum;1505158888;0
ilot2;hum;1505158900;41
ilot2;lum;1505158908;0
ilot2;lum;1505158928;0
ilot2;temp;1505158931;22.72
ilot2;co2;1505158931;326
ilot2;lum;1505158948;0
ilot2;hum;1505158960;42
ilot2;lum;1505158968;0
ilot2;lum;1505158988;0
ilot2;temp;1505158991;22.48
ilot2;co2;1505158991;336
ilot2;lum;1505159008;0
ilot2;hum;1505159020;42
ilot2;lum;1505159028;0
ilot2;lum;1505159048;0
ilot2;temp;1505159051;22.41
ilot2;co2;1505159051;340
ilot2;lum;1505159068;0
ilot2;hum;1505159080;41
ilot2;lum;1505159088;0
ilot2;lum;1505159108;0
ilot2;temp;1505159111;22.65
ilot2;co2;1505159111;334
ilot2;lum;1505159128;0
ilot2;hum;1505159140;42
ilot2;lum;1505159148;0
ilot2;lum;1505159168;0
ilot2;temp;1505159171;22.93
ilot2;co2;1505159171;330
ilot2;lum;1505159189;0
ilot2;hum;1505159200;41
ilot2;lum;1505159209;0
ilot2;lum;1505159229;0
ilot2;temp;1505159232;22.41
ilot2;co2;1505159232;334
ilot2;lum;1505159249;0
ilot2;hum;1505159260;41
ilot2;lum;1505159269;0
ilot2;lum;1505159289;0
ilot2;temp;1505159292;22.59
ilot2;co2;1505159292;334
ilot2;lum;1505159309;0
ilot2;hum;1505159320;42
ilot2;lum;1505159329;0
ilot2;lum;1505159349;0
ilot2;temp;1505159352;22.69
ilot2;co2;1505159352;334
ilot2;lum;1505159369;0
ilot2;hum;1505159380;42
ilot2;lum;1505159389;0
ilot2;lum;1505159409;0
ilot2;temp;1505159412;22.45
ilot2;co2;1505159412;332
ilot2;lum;1505159429;0
ilot2;hum;1505159440;42
ilot2;lum;1505159449;0
ilot2;lum;1505159469;0
ilot2;temp;1505159472;22.72
ilot2;co2;1505159472;334
ilot2;lum;1505159489;0
ilot2;hum;1505159500;42
ilot2;lum;1505159510;0
ilot2;lum;1505159530;0
ilot2;temp;1505159532;21.94
ilot2;co2;1505159532;328
ilot2;lum;1505159550;0
ilot2;hum;1505159560;42
ilot2;lum;1505159570;0
ilot2;lum;1505159590;0
ilot2;temp;1505159592;22.17
ilot2;co2;1505159592;322
ilot2;lum;1505159610;0
ilot2;hum;1505159620;42
ilot2;lum;1505159630;0
ilot2;lum;1505159650;0
ilot2;temp;1505159652;22.24
ilot2;co2;1505159652;320
ilot2;lum;1505159670;0
ilot2;hum;1505159680;42
ilot2;lum;1505159690;0
ilot2;lum;1505159710;0
ilot2;temp;1505159712;22.65
ilot2;co2;1505159712;306
ilot2;lum;1505159730;0
ilot2;hum;1505159740;42
ilot2;lum;1505159750;0
ilot2;lum;1505159770;0
ilot2;temp;1505159773;22.52
ilot2;co2;1505159773;334
ilot2;lum;1505159790;0
ilot2;hum;1505159801;42
ilot2;lum;1505159811;0
ilot2;lum;1505159831;0
ilot2;temp;1505159833;22.52
ilot2;co2;1505159833;344
ilot2;lum;1505159851;0
ilot2;hum;1505159861;42
ilot2;lum;1505159871;0
ilot2;lum;1505159891;0
ilot2;temp;1505159893;22.59
ilot2;co2;1505159893;344
ilot2;lum;1505159911;0
ilot2;hum;1505159921;42
ilot2;lum;1505159931;0
ilot2;lum;1505159951;0
ilot2;temp;1505159953;22.62
ilot2;co2;1505159953;332
ilot2;lum;1505159971;0
ilot2;hum;1505159981;42
ilot2;lum;1505159991;0
ilot2;lum;1505160011;0
ilot2;temp;1505160013;22.52
ilot2;co2;1505160013;326
ilot2;lum;1505160031;0
ilot2;hum;1505160041;42
ilot2;lum;1505160051;0
ilot2;lum;1505160071;0
ilot2;temp;1505160073;22.83
ilot2;co2;1505160073;308
ilot2;lum;1505160092;0
ilot2;hum;1505160101;42
ilot2;lum;1505160112;0
ilot2;lum;1505160132;0
ilot2;temp;1505160133;22.17
ilot2;co2;1505160133;351
ilot2;lum;1505160152;0
ilot2;hum;1505160161;42
ilot2;lum;1505160172;0
ilot2;lum;1505160192;0
ilot2;temp;1505160193;22.28
ilot2;co2;1505160193;326
ilot2;lum;1505160212;0
ilot2;hum;1505160221;42
ilot2;lum;1505160232;0
ilot2;lum;1505160252;0
ilot2;temp;1505160253;22.76
ilot2;co2;1505160253;336
ilot2;lum;1505160272;0
ilot2;hum;1505160281;42
ilot2;lum;1505160292;0
ilot2;lum;1505160312;0
ilot2;temp;1505160314;22.17
ilot2;co2;1505160314;340
ilot2;lum;1505160332;0
ilot2;hum;1505160341;42
ilot2;lum;1505160352;0
ilot2;lum;1505160372;0
ilot2;temp;1505160374;22.55
ilot2;co2;1505160374;328
ilot2;lum;1505160393;0
ilot2;hum;1505160401;42
ilot2;lum;1505160413;0
ilot2;lum;1505160433;0
ilot2;temp;1505160434;22.72
ilot2;co2;1505160434;326
ilot2;lum;1505160453;0
ilot2;hum;1505160461;42
ilot2;lum;1505160473;0
ilot2;lum;1505160493;0
ilot2;co2;1505160494;338
ilot2;temp;1505160494;22.69
ilot2;lum;1505160513;0
ilot2;hum;1505160521;43
ilot2;lum;1505160533;0
ilot2;lum;1505160553;0
ilot2;co2;1505160554;322
ilot2;temp;1505160554;22.65
ilot2;lum;1505160573;0
ilot2;hum;1505160581;42
ilot2;lum;1505160593;0
ilot2;lum;1505160613;0
ilot2;co2;1505160614;344
ilot2;temp;1505160614;22.62
ilot2;lum;1505160633;0
ilot2;hum;1505160641;43
ilot2;lum;1505160653;0
ilot2;lum;1505160673;0
ilot2;co2;1505160674;338
ilot2;temp;1505160674;22.48
ilot2;lum;1505160694;0
ilot2;hum;1505160702;42
ilot2;lum;1505160714;0
ilot2;lum;1505160734;0
ilot2;co2;1505160734;322
ilot2;temp;1505160734;22.62
ilot2;lum;1505160754;0
ilot2;hum;1505160762;42
ilot2;lum;1505160774;0
ilot2;lum;1505160794;0
ilot2;co2;1505160794;353
ilot2;temp;1505160794;22.17
ilot2;lum;1505160814;0
ilot2;hum;1505160822;43
ilot2;lum;1505160834;0
ilot2;lum;1505160854;0
ilot2;co2;1505160854;314
ilot2;temp;1505160854;22.79
ilot2;lum;1505160874;0
ilot2;hum;1505160882;43
ilot2;lum;1505160894;0
ilot2;lum;1505160914;0
ilot2;co2;1505160915;328
ilot2;temp;1505160915;22.35
ilot2;lum;1505160934;0
ilot2;hum;1505160942;43
ilot2;lum;1505160954;0
ilot2;lum;1505160974;0
ilot2;co2;1505160975;349
ilot2;temp;1505160975;22.83
ilot2;lum;1505160994;0
ilot2;hum;1505161002;43
ilot2;lum;1505161015;0
ilot2;lum;1505161035;0
ilot2;co2;1505161035;324
ilot2;temp;1505161035;22.72
ilot2;lum;1505161055;0
ilot2;hum;1505161062;44
ilot2;lum;1505161075;0
ilot2;co2;1505161095;336
ilot2;lum;1505161095;0
ilot2;temp;1505161095;22.45
ilot2;lum;1505161115;0
ilot2;hum;1505161122;43
ilot2;lum;1505161135;0
ilot2;co2;1505161155;346
ilot2;temp;1505161155;22.38
ilot2;lum;1505161155;0
ilot2;lum;1505161175;0
ilot2;hum;1505161182;43
ilot2;lum;1505161195;0
ilot2;co2;1505161215;330
ilot2;temp;1505161215;22.35
ilot2;lum;1505161215;0
ilot2;lum;1505161235;0
ilot2;hum;1505161242;42
ilot2;lum;1505161255;0
ilot2;co2;1505161275;346
ilot2;temp;1505161275;22.72
ilot2;lum;1505161275;0
ilot2;lum;1505161295;0
ilot2;hum;1505161302;42
ilot2;lum;1505161316;0
ilot2;co2;1505161335;334
ilot2;temp;1505161335;22.48
ilot2;lum;1505161336;0
ilot2;lum;1505161356;0
ilot2;hum;1505161362;43
ilot2;lum;1505161376;0
ilot2;co2;1505161395;346
ilot2;temp;1505161395;22.76
ilot2;lum;1505161396;0
ilot2;lum;1505161416;0
ilot2;hum;1505161422;43
ilot2;lum;1505161436;0
ilot2;co2;1505161455;342
ilot2;temp;1505161456;22.17
ilot2;lum;1505161456;0
ilot2;lum;1505161476;0
ilot2;hum;1505161483;43
ilot2;lum;1505161496;0
ilot2;co2;1505161516;332
ilot2;temp;1505161516;22.17
ilot2;lum;1505161516;0
ilot2;lum;1505161536;0
ilot2;hum;1505161543;43
ilot2;lum;1505161556;0
ilot2;co2;1505161576;328
ilot2;temp;1505161576;22.21
ilot2;lum;1505161576;0
ilot2;lum;1505161596;0
ilot2;hum;1505161603;43
ilot2;lum;1505161616;0
ilot2;co2;1505161636;322
ilot2;temp;1505161636;22.55
ilot2;lum;1505161637;0
ilot2;lum;1505161657;0
ilot2;hum;1505161663;43
ilot2;lum;1505161677;0
ilot2;co2;1505161696;330
ilot2;temp;1505161696;22.41
ilot2;lum;1505161697;0
ilot2;lum;1505161717;0
ilot2;hum;1505161723;42
ilot2;lum;1505161737;0
ilot2;co2;1505161756;342
ilot2;temp;1505161756;22.41
ilot2;lum;1505161757;0
ilot2;lum;1505161777;0
ilot2;hum;1505161783;42
ilot2;lum;1505161797;0
ilot2;co2;1505161816;336
ilot2;temp;1505161816;22.72
ilot2;lum;1505161817;0
ilot2;lum;1505161837;0
ilot2;hum;1505161843;43
ilot2;lum;1505161857;0
ilot2;co2;1505161876;334
ilot2;temp;1505161876;22.72
ilot2;lum;1505161877;0
ilot2;lum;1505161897;0
ilot2;hum;1505161903;43
ilot2;lum;1505161917;0
ilot2;co2;1505161936;338
ilot2;temp;1505161936;22.45
ilot2;lum;1505161938;0
ilot2;lum;1505161958;0
ilot2;hum;1505161963;43
ilot2;lum;1505161978;0
ilot2;co2;1505161996;326
ilot2;temp;1505161996;22.28
ilot2;lum;1505161998;0
ilot2;lum;1505162018;0
ilot2;hum;1505162023;43
ilot2;lum;1505162038;0
ilot2;co2;1505162056;326
ilot2;temp;1505162056;22.24
ilot2;lum;1505162058;0
ilot2;lum;1505162078;0
ilot2;hum;1505162083;43
ilot2;lum;1505162098;0
ilot2;co2;1505162117;344
ilot2;temp;1505162117;22.55
ilot2;lum;1505162118;0
ilot2;lum;1505162138;0
ilot2;hum;1505162143;43
ilot2;lum;1505162158;0
ilot2;co2;1505162177;336
ilot2;temp;1505162177;22.41
ilot2;lum;1505162178;0
ilot2;lum;1505162198;0
